City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,dahuk,IQ,36.8695,42.994,47.73,65,84,8.52,broken clouds
338,mora,CM,11.0461,14.1401,68.97,14,1,4.59,clear sky
339,alofi,NU,-19.0595,-169.9187,82.29,78,75,8.05,broken clouds
340,sesheke,ZM,-17.4759,24.2968,67.8,89,39,5.23,scattered clouds
341,moose factory,CA,51.2585,-80.6094,26.58,86,100,9.22,overcast clouds
342,shangqiu,CN,34.45,115.65,32.04,93,0,6.31,clear sky
343,tiksi,RU,71.6872,128.8694,-12.06,93,100,13.02,overcast clouds
344,farsund,NO,58.0948,6.8047,42.94,17,90,24.05,overcast clouds
345,broken hill,AU,-31.95,141.4333,66.16,56,10,20.76,clear sky
346,bousse,BF,12.6606,-1.8922,78.1,13,0,9.71,clear sky
347,san javier,ES,37.8063,-0.8374,56.12,74,20,3.44,few clouds
348,vestmannaeyjar,IS,63.4427,-20.2734,26.78,72,33,24.27,scattered clouds
349,nome,US,64.5011,-165.4064,-9.33,70,100,9.22,overcast clouds
350,aksu,CN,41.1231,80.2644,25.79,58,55,1.36,broken clouds
351,jinchang,CN,38.4953,102.1739,21.52,54,100,4.0,overcast clouds
352,kaitangata,NZ,-46.2817,169.8464,59.58,99,100,5.77,overcast clouds
353,cilegon,ID,-6.0174,106.0538,75.09,80,100,12.75,light rain
354,narsaq,GL,60.9167,-46.05,16.02,74,90,9.28,overcast clouds
355,kahului,US,20.8947,-156.47,80.62,59,20,13.8,few clouds
356,ruiz,MX,21.95,-105.15,87.4,17,0,9.51,clear sky
357,lagoa da prata,BR,-20.0225,-45.5436,73.15,87,90,5.64,light rain
358,indiaroba,BR,-11.5192,-37.5117,79.81,75,1,6.04,clear sky
359,puerto asis,CO,0.5133,-76.5007,82.96,81,51,1.43,broken clouds
360,taitung,TW,22.7583,121.1444,66.27,78,98,6.38,overcast clouds
361,kyabe,TD,9.4515,18.9449,78.84,14,6,5.28,clear sky
362,araguaina,BR,-7.1911,-48.2072,79.59,83,58,2.46,heavy intensity rain
363,xining,CN,36.6167,101.7667,12.06,92,95,2.8,overcast clouds
364,coos bay,US,43.3665,-124.2179,67.32,77,0,14.97,clear sky
365,dolores,AR,-36.3132,-57.6792,77.07,45,6,14.83,clear sky
366,sao miguel do araguaia,BR,-13.275,-50.1628,75.76,87,100,3.6,overcast clouds
367,hambantota,LK,6.1241,81.1185,75.02,83,100,5.55,overcast clouds
368,ocosingo,MX,17.0667,-92.25,55.24,81,89,3.71,overcast clouds
369,eirunepe,BR,-6.6603,-69.8736,73.67,96,100,2.86,overcast clouds
370,dikson,RU,73.5069,80.5464,1.49,95,99,22.26,overcast clouds
371,moerai,PF,-22.4333,-151.3333,79.39,79,100,12.88,light rain
372,jay,US,44.5039,-70.2162,40.78,62,91,4.16,overcast clouds
373,katsuura,JP,35.1333,140.3,41.14,70,100,16.84,light rain
374,kargasok,RU,59.0556,80.8572,-17.82,100,16,4.97,few clouds
375,fenoarivo,MG,-18.933,47.4354,68.07,94,75,6.91,light rain
376,parakou,BJ,9.3372,2.6303,81.75,14,12,5.95,few clouds
377,lasa,IT,46.6166,10.7002,35.37,36,7,1.92,clear sky
378,kretinga,LT,55.8758,21.2508,38.95,100,75,11.5,broken clouds
379,surt,LY,31.2089,16.5887,57.18,60,93,13.02,overcast clouds
380,yatou,CN,37.15,122.3833,32.9,72,32,4.34,scattered clouds
381,antalaha,MG,-14.9003,50.2788,75.52,93,68,4.14,broken clouds
382,laguna,US,38.421,-121.4238,77.65,47,0,1.99,clear sky
383,carutapera,BR,-1.195,-46.02,77.59,89,95,5.77,overcast clouds
384,kieta,PG,-6.2167,155.6333,81.14,80,73,4.05,light rain
385,leshukonskoye,RU,64.8989,45.7622,17.19,94,100,9.78,light snow
386,lisakovsk,KZ,52.5369,62.4936,-0.99,100,100,5.39,overcast clouds
387,lebedinyy,RU,58.5167,125.5167,-24.92,99,100,3.49,overcast clouds
388,palmer,US,42.1584,-72.3287,45.48,47,20,9.22,few clouds
389,derazhnya,UA,49.2692,27.4338,34.9,98,94,9.82,overcast clouds
390,gao,ML,16.6362,1.637,71.98,9,0,11.97,clear sky
391,yeppoon,AU,-23.1333,150.7333,71.38,70,0,6.2,clear sky
392,nalut,LY,30.3333,10.85,48.43,45,0,12.68,clear sky
393,olafsvik,IS,64.8945,-23.7142,25.27,50,100,7.83,overcast clouds
394,akola,IN,20.7333,77.0,69.58,35,22,9.37,few clouds
395,san policarpo,PH,12.1791,125.5072,79.21,77,99,14.09,overcast clouds
396,kualakapuas,ID,-3.0091,114.3876,75.36,95,100,0.38,overcast clouds
397,ouallam,NE,14.3188,2.0866,76.86,10,0,11.52,clear sky
398,vila velha,BR,-20.3297,-40.2925,73.94,85,75,10.36,light rain
399,buala,SB,-8.145,159.5921,80.8,82,24,6.29,light rain
400,iisalmi,FI,63.5592,27.1907,28.42,98,100,5.79,light snow
401,lorengau,PG,-2.0226,147.2712,81.5,80,51,3.56,broken clouds
402,tuatapere,NZ,-46.1333,167.6833,59.83,89,31,3.13,scattered clouds
403,tonosho,JP,34.4833,134.1833,35.69,60,100,3.96,overcast clouds
404,magadan,RU,59.5667,150.8,-4.16,76,100,4.74,overcast clouds
405,gizo,SB,-8.103,156.8419,82.89,76,89,10.38,light rain
406,nyurba,RU,63.2842,118.3319,-31.94,100,99,1.21,overcast clouds
407,acari,PE,-15.4311,-74.6158,78.46,60,11,10.92,few clouds
408,preobrazheniye,RU,42.9019,133.9064,23.94,77,53,3.96,broken clouds
409,zyryanovsk,KZ,49.7386,84.2719,-1.8,100,98,1.7,overcast clouds
410,santa isabel do rio negro,BR,-0.4139,-65.0192,77.43,94,100,1.28,overcast clouds
411,benghazi,LY,32.1167,20.0667,55.06,57,4,14.05,clear sky
412,haines junction,CA,60.7522,-137.5108,36.36,92,28,10.11,light rain
413,beyneu,KZ,45.3167,55.2,30.96,79,84,19.91,broken clouds
414,mogok,MM,22.9167,96.5,49.21,61,18,1.66,few clouds
415,thinadhoo,MV,0.5333,72.9333,81.9,73,42,12.33,scattered clouds
416,mae sai,TH,20.4335,99.8762,57.88,63,7,2.48,clear sky
417,vao,NC,-22.6667,167.4833,81.03,86,100,28.48,moderate rain
418,pilar,BR,-9.5972,-35.9567,80.53,71,55,10.31,broken clouds
419,ilulissat,GL,69.2167,-51.1,17.62,53,100,14.97,overcast clouds
420,buraydah,SA,26.326,43.975,64.18,24,0,15.86,clear sky
421,opuwo,NA,-18.0607,13.84,68.49,82,100,3.15,moderate rain
422,druzhba,UA,52.0428,33.9453,28.81,94,67,12.59,broken clouds
423,marienburg,PL,54.0359,19.0266,48.96,85,100,12.59,overcast clouds
424,yashkul,RU,46.1711,45.3435,40.82,93,100,8.43,moderate rain
425,hamburg,DE,53.55,10.0,46.29,93,40,8.05,scattered clouds
426,nanortalik,GL,60.1432,-45.2371,20.28,68,93,3.18,overcast clouds
427,los llanos de aridane,ES,28.6585,-17.9182,67.12,55,0,1.14,clear sky
428,belyy yar,RU,53.6039,91.3903,-18.15,78,0,6.71,clear sky
429,touros,BR,-5.1989,-35.4608,83.3,66,86,14.79,overcast clouds
430,cockburn town,TC,21.4612,-71.1419,77.72,76,0,19.39,clear sky
431,leningradskiy,RU,69.3833,178.4167,-28.32,97,100,7.74,overcast clouds
432,iqaluit,CA,63.7506,-68.5145,-22.31,67,10,10.0,clear sky
433,pontecorvo,IT,41.4616,13.6667,51.64,63,0,2.24,clear sky
434,srednekolymsk,RU,67.45,153.6833,-43.28,99,93,6.55,overcast clouds
435,ratnagiri,IN,16.9833,73.3,67.91,78,5,8.14,clear sky
436,batsfjord,NO,70.6345,29.7185,26.82,85,96,19.44,overcast clouds
437,east haddam,US,41.4532,-72.4612,45.68,58,0,6.91,clear sky
438,gigmoto,PH,13.7796,124.39,76.41,77,98,9.64,overcast clouds
439,constitucion,CL,-35.3333,-72.4167,67.87,68,16,13.98,few clouds
440,qasigiannguit,GL,68.8193,-51.1922,17.85,93,100,10.09,overcast clouds
441,gondanglegi,ID,-7.7479,112.0132,74.21,90,100,1.43,overcast clouds
442,teguise,ES,29.0605,-13.564,68.22,56,92,5.75,overcast clouds
443,alexandria,EG,31.2156,29.9553,55.29,58,92,25.3,overcast clouds
444,sao joao da barra,BR,-21.6403,-41.0511,75.29,93,100,12.35,overcast clouds
445,guiyang,CN,26.5833,106.7167,38.35,90,100,3.27,overcast clouds
446,lagunas,PE,-5.2269,-75.6753,78.3,90,94,2.95,light rain
447,sekoma,BW,-24.4,23.8833,75.04,53,26,5.44,scattered clouds
448,dandong,CN,40.1292,124.3947,24.24,80,8,2.66,clear sky
449,raudeberg,NO,61.9875,5.1352,40.6,86,100,11.01,overcast clouds
450,birao,CF,10.2849,22.7882,72.81,14,48,5.48,scattered clouds
451,sampit,ID,-2.5333,112.95,72.91,96,100,0.43,overcast clouds
452,teguldet,RU,57.3064,88.1667,-15.54,99,17,4.47,few clouds
453,torit,SS,4.4133,32.5678,83.89,27,91,4.03,overcast clouds
454,yulara,AU,-25.2406,130.9889,75.04,50,0,9.22,clear sky
455,mayo,US,38.8876,-76.5119,58.24,48,0,12.66,clear sky
456,akyab,MM,20.15,92.9,63.68,48,0,8.21,clear sky
457,manoel urbano,BR,-8.8389,-69.2597,79.41,94,88,3.22,overcast clouds
458,carbondale,US,37.7273,-89.2168,57.0,42,0,13.8,clear sky
459,sena madureira,BR,-9.0656,-68.6569,83.03,69,99,2.71,overcast clouds
460,lazurne,UA,46.084,32.5295,37.02,82,91,12.26,overcast clouds
461,leh,IN,34.1667,77.5833,-5.19,95,100,3.42,overcast clouds
462,altamont,US,42.2068,-121.7372,57.88,42,0,9.22,clear sky
463,tambopata,PE,-12.7333,-69.1833,87.64,53,99,1.86,overcast clouds
464,vrangel,RU,42.7297,133.0839,27.32,85,52,3.87,broken clouds
465,arica,CL,-18.475,-70.3042,76.55,53,0,10.36,clear sky
466,churapcha,RU,62.0025,132.4325,-30.14,100,99,2.35,overcast clouds
467,jalu,LY,29.0331,21.5482,53.82,46,17,9.75,few clouds
468,hare bay,CA,48.8499,-54.0148,36.75,97,100,8.7,overcast clouds
469,miami shores,US,25.8632,-80.1928,65.01,90,100,9.22,overcast clouds
470,mehamn,NO,71.0357,27.8492,24.98,74,0,25.32,clear sky
471,ternate,ID,0.8,127.4,79.32,82,90,4.09,overcast clouds
472,raga,SS,8.4596,25.678,75.34,21,84,4.34,broken clouds
473,upington,ZA,-28.4478,21.2561,85.37,21,1,13.35,clear sky
474,port hedland,AU,-20.3167,118.5667,78.85,94,17,6.91,few clouds
475,axim,GH,4.8699,-2.2405,78.73,87,5,8.84,clear sky
476,traralgon,AU,-38.1833,146.5333,66.42,86,88,3.02,overcast clouds
477,poso,ID,-1.3959,120.7524,76.82,83,100,2.86,overcast clouds
478,siverek,TR,37.755,39.3167,48.81,68,99,16.96,overcast clouds
479,dingle,PH,10.9995,122.6711,72.95,90,66,8.32,broken clouds
480,altay,CN,47.8667,88.1167,6.73,89,100,4.32,overcast clouds
481,veranopolis,BR,-28.9361,-51.5494,77.16,45,12,8.21,few clouds
482,tiznit,MA,29.5833,-9.5,62.74,27,8,5.68,clear sky
483,oktyabrskiy,RU,54.4815,53.471,20.03,92,100,12.5,overcast clouds
484,lazaro cardenas,MX,17.9583,-102.2,81.3,58,0,11.21,clear sky
485,orlik,RU,52.5178,99.825,-28.05,100,88,1.52,overcast clouds
486,ginda,IN,30.6945,78.4932,31.71,65,7,7.45,clear sky
487,hamilton,US,39.1834,-84.5333,52.57,54,0,10.36,clear sky
488,gornyy,RU,55.1153,83.9059,-14.78,97,9,7.05,clear sky
489,atherton,GB,53.5237,-2.4935,44.15,81,100,1.01,overcast clouds
490,wagar,SD,16.1525,36.2032,78.67,31,24,11.27,few clouds
491,praia da vitoria,PT,38.7333,-27.0667,57.76,81,4,15.59,clear sky
492,lubyany,RU,56.0378,51.4,28.04,94,100,16.26,light snow
493,borogontsy,RU,62.6683,131.1683,-36.98,100,94,2.64,overcast clouds
494,sijunjung,ID,-0.6876,100.9537,68.22,90,100,2.46,overcast clouds
495,hervey bay,AU,-25.2986,152.8535,73.04,86,3,10.0,clear sky
496,la ronge,CA,55.1001,-105.2842,8.82,78,100,5.75,overcast clouds
497,adeje,ES,28.1227,-16.726,72.88,47,100,9.22,light rain
498,qaqortoq,GL,60.7167,-46.0333,16.3,74,90,9.69,overcast clouds
499,zhob,PK,31.3411,69.4481,43.02,38,0,4.21,clear sky
500,cabedelo,BR,-6.9811,-34.8339,81.27,67,50,12.1,scattered clouds
501,nador,MA,35.174,-2.9287,57.45,77,75,6.91,broken clouds
502,rio gallegos,AR,-51.6226,-69.2181,62.65,55,20,27.63,few clouds
503,solnechnyy,RU,50.7214,136.6319,-2.49,98,100,2.04,overcast clouds
504,dosso,NE,13.049,3.1937,77.4,11,1,10.13,clear sky
505,itoman,JP,26.1247,127.6694,66.22,84,100,4.61,overcast clouds
506,dwarka,IN,22.2394,68.9678,70.11,60,0,11.61,clear sky
507,sfantu gheorghe,RO,45.8667,25.7833,35.26,97,98,1.03,overcast clouds
508,heilbron,ZA,-27.2812,27.9709,64.9,57,7,4.21,clear sky
509,iracoubo,GF,5.4802,-53.2011,78.08,82,41,10.16,scattered clouds
510,kodiak,US,57.79,-152.4072,22.51,36,0,16.11,clear sky
511,kampot,KH,10.6167,104.1833,80.65,77,75,1.99,broken clouds
512,flinders,AU,-34.5833,150.8552,73.06,72,31,3.6,scattered clouds
513,rosarito,MX,32.3333,-117.0333,89.64,22,0,10.04,clear sky
514,zirandaro,MX,18.45,-100.9833,94.1,19,0,3.02,clear sky
515,varkkallai,IN,8.7341,76.7067,82.18,77,80,6.15,broken clouds
516,la palma,US,33.8464,-118.0467,91.42,13,0,5.75,clear sky
517,cayenne,GF,4.9333,-52.3333,77.04,90,100,3.44,overcast clouds
518,selma,US,36.5708,-119.6121,76.03,48,29,3.2,scattered clouds
519,playa del carmen,MX,20.6274,-87.0799,80.94,66,0,12.66,clear sky
520,emerald,AU,-23.5333,148.1667,72.34,78,2,9.93,clear sky
521,kungurtug,RU,50.5994,97.5228,-15.11,100,100,0.92,overcast clouds
522,oxapampa,PE,-10.5775,-75.4017,64.42,93,91,2.84,overcast clouds
523,ballina,AU,-28.8667,153.5667,64.94,95,7,5.06,clear sky
524,waycross,US,31.2136,-82.354,62.83,47,0,5.77,clear sky
525,emmett,US,43.8735,-116.4993,51.35,78,18,5.66,few clouds
526,havoysund,NO,70.9963,24.6622,25.68,75,97,11.5,overcast clouds
527,babu,CN,24.4167,111.5167,44.04,93,100,3.4,overcast clouds
528,mangrol,IN,21.1167,70.1167,67.24,63,1,13.04,clear sky
529,coracao de jesus,BR,-16.6853,-44.365,72.72,88,93,2.39,overcast clouds
530,san jose de guanipa,VE,8.8872,-64.1651,91.54,26,100,9.84,overcast clouds
531,colares,PT,38.7992,-9.4469,60.78,63,21,15.01,few clouds
532,helena,US,46.5927,-112.0361,48.42,55,0,27.63,clear sky
533,coquimbo,CL,-29.9533,-71.3436,65.93,77,75,9.22,broken clouds
534,ahome,MX,25.9167,-109.1833,75.15,34,44,11.86,scattered clouds
535,jelgava,LV,56.65,23.7128,39.24,84,81,14.12,broken clouds
536,takoradi,GH,4.8845,-1.7554,79.43,85,5,9.75,clear sky
537,faya,SA,18.3851,42.4509,55.92,78,3,5.21,clear sky
538,saint-augustin,CA,51.226,-58.6502,28.94,80,98,18.68,overcast clouds
539,dubbo,AU,-32.25,148.6167,62.73,72,9,8.05,clear sky
540,samfya,ZM,-11.3649,29.5565,66.24,94,100,3.29,moderate rain
541,avera,US,33.194,-82.5271,63.72,34,0,7.94,clear sky
542,nagar karnul,IN,16.4821,78.3247,68.65,70,44,6.2,scattered clouds
543,xiuyan,CN,40.2928,123.2744,24.76,88,89,1.21,overcast clouds
544,road town,VG,18.4167,-64.6167,78.89,73,40,9.22,scattered clouds
545,kuusamo,FI,65.9667,29.1833,24.84,93,100,12.66,overcast clouds
546,mingyue,CN,43.1069,128.9217,13.55,95,100,1.36,light snow
547,irara,BR,-12.05,-38.7667,81.75,58,60,9.51,broken clouds
548,manuk mangkaw,PH,4.8,119.85,79.5,84,86,7.2,light rain
549,hokitika,NZ,-42.7167,170.9667,65.17,97,100,6.35,overcast clouds
550,mafeteng,LS,-29.823,27.2374,70.61,38,98,6.24,overcast clouds
551,mahebourg,MU,-20.4081,57.7,74.25,75,61,7.49,broken clouds
552,nioki,CD,-2.7167,17.6833,77.07,64,51,2.04,broken clouds
553,tungor,RU,53.3808,142.9564,9.9,94,100,13.58,overcast clouds
554,georgiyevka,KZ,43.0369,74.7114,21.24,93,100,6.71,fog
555,adrar,MR,20.5022,-10.0711,68.86,11,2,12.26,clear sky
556,llanes,ES,43.4198,-4.7549,56.89,66,0,3.78,clear sky
557,mandali,IQ,33.7499,45.5541,58.3,36,41,13.02,scattered clouds
558,del rio,US,29.3627,-100.8968,75.31,15,0,4.61,clear sky
559,kuytun,RU,54.3419,101.5036,-14.64,99,94,4.94,overcast clouds
560,roma,US,43.2128,-75.4557,44.73,58,0,9.22,clear sky
561,kapuskasing,CA,49.4169,-82.4331,26.69,93,100,4.61,overcast clouds
562,indramayu,ID,-6.3264,108.32,78.04,82,100,7.43,overcast clouds
563,choya,RU,52.0108,86.5467,-1.3,100,94,2.48,overcast clouds
564,calais,FR,50.9167,1.8333,48.99,93,84,9.84,broken clouds
565,shenjiamen,CN,29.9576,122.298,43.52,85,100,11.54,overcast clouds
566,pattaya,TH,12.9333,100.8833,85.95,76,66,6.96,broken clouds
567,christiana,ZA,-27.914,25.1611,75.04,38,1,6.51,clear sky
568,puerto leguizamo,CO,-0.1934,-74.7819,77.94,89,100,1.66,overcast clouds
569,vydrino,RU,51.485,104.8461,0.19,97,100,4.25,overcast clouds
570,naze,JP,28.3667,129.4833,58.73,84,99,13.87,overcast clouds
571,talnakh,RU,69.4865,88.3972,-3.8,99,100,11.01,light snow
572,nagato,JP,34.3833,131.2,39.2,76,100,2.55,overcast clouds
573,wahlern,CH,46.8281,7.3532,39.85,69,40,1.14,scattered clouds
574,makakilo city,US,21.3469,-158.0858,79.29,55,100,11.5,overcast clouds
575,krasnoborsk,RU,61.5598,45.934,22.32,95,98,5.77,light snow
576,novobohdanivka,UA,47.0819,35.3272,36.14,91,100,9.6,overcast clouds
577,kailua,US,21.4022,-157.7394,80.74,68,40,10.36,scattered clouds
578,bideford,GB,51.0179,-4.2046,48.99,92,100,6.17,overcast clouds
579,tynda,RU,55.1667,124.7167,-17.82,97,100,2.46,overcast clouds
580,anloga,GH,5.7947,0.8973,81.34,83,4,11.25,clear sky
581,stornoway,GB,58.2093,-6.3865,34.03,86,100,11.5,overcast clouds
582,sompeta,IN,18.9333,84.6,69.35,74,26,2.19,scattered clouds
583,menongue,AO,-14.6585,17.691,60.6,97,100,4.74,overcast clouds
584,lakes entrance,AU,-37.8811,147.981,65.16,84,63,5.39,broken clouds
585,ouadda,CF,8.0777,22.4007,71.53,18,78,5.95,broken clouds
586,bonga,ET,7.2833,36.2333,68.36,51,71,3.18,broken clouds
587,danao,PH,10.5208,124.0272,76.05,87,59,8.05,moderate rain
588,chabahar,IR,25.2919,60.643,70.11,59,0,6.38,clear sky
589,tayzhina,RU,53.6679,87.4362,-17.21,98,12,2.86,few clouds
590,shache,CN,38.4167,77.2406,27.88,51,92,2.19,overcast clouds
591,zeljezno polje,BA,44.4083,17.9319,37.85,90,36,5.68,scattered clouds
592,turkmenabat,TM,39.0733,63.5786,46.76,50,79,11.21,broken clouds
593,oktyabrskoye,RU,43.0645,44.7417,35.74,86,97,8.95,overcast clouds
594,piquete,BR,-22.6136,-45.1761,75.07,93,90,3.4,overcast clouds
595,dingli,MT,35.8614,14.3822,49.82,71,0,6.91,clear sky
596,samarai,PG,-10.6167,150.6667,81.45,74,96,10.74,overcast clouds
597,basoko,CD,1.2391,23.616,75.79,66,100,3.33,overcast clouds
598,salamiyah,SY,35.0113,37.0532,47.25,79,100,16.96,overcast clouds
599,southbridge,US,42.0751,-72.0334,44.71,50,0,1.99,clear sky
600,barra do corda,BR,-5.5,-45.25,77.68,90,74,2.95,broken clouds
601,nirmal,IN,19.1,78.35,72.25,50,84,6.51,broken clouds
602,north bend,US,43.4065,-124.2243,64.92,77,0,14.97,clear sky
603,bealanana,MG,-14.55,48.7333,66.51,98,100,1.79,light rain
604,lai,TD,9.3952,16.2989,77.72,12,16,5.66,few clouds
605,ust-omchug,RU,61.15,149.6333,-21.91,90,100,1.7,overcast clouds
606,coruripe,BR,-10.1256,-36.1756,80.64,74,78,13.29,broken clouds
607,atar,MR,20.5169,-13.0499,74.53,10,2,9.48,clear sky
608,tutoia,BR,-2.7619,-42.2744,84.18,79,39,8.41,scattered clouds
609,qixingtai,CN,30.4135,111.8874,35.47,90,3,4.41,clear sky
610,podor,MR,16.6527,-14.9587,81.43,7,13,10.11,few clouds
611,gryazi,RU,52.4966,39.9359,13.51,99,86,5.19,overcast clouds
612,natal,BR,-5.795,-35.2094,83.05,69,20,13.8,few clouds
613,luderitz,NA,-26.6481,15.1594,76.35,46,14,17.92,few clouds
614,nishihara,JP,26.1842,127.7558,65.48,85,75,4.61,light rain
615,lata,PT,40.1629,-8.3327,52.05,69,3,2.73,clear sky
616,kapoeta,SS,4.7717,33.5903,85.3,25,39,6.64,scattered clouds
617,bulungu,CD,-4.55,18.6,73.9,70,35,2.19,scattered clouds
618,verkh-suetka,RU,53.3,80.05,-10.79,95,6,7.36,clear sky
619,alice town,BS,25.7167,-79.3,71.4,84,97,19.95,moderate rain
620,fantanele,RO,46.1167,21.4,39.47,93,0,9.22,clear sky
621,fairbanks,US,64.8378,-147.7164,-5.4,74,100,3.44,snow
622,tual,ID,-5.6667,132.75,82.53,78,100,18.3,overcast clouds
623,cleethorpes,GB,53.5605,-0.0323,44.64,70,100,7.9,overcast clouds
624,chapais,CA,49.7834,-74.8492,22.78,94,100,10.56,light snow
625,caarapo,BR,-22.6342,-54.8222,83.12,41,1,3.83,clear sky
626,katherine,AU,-14.4667,132.2667,75.52,88,61,3.44,broken clouds
627,kalmunai,LK,7.4167,81.8167,75.74,81,97,6.53,overcast clouds
628,smithers,CA,54.7804,-127.1743,37.72,100,100,4.61,light rain
629,parana,AR,-31.732,-60.5238,91.56,25,0,3.49,clear sky
630,wallasey,GB,53.4232,-3.065,44.89,82,20,10.36,few clouds
631,batagay-alyta,RU,67.8006,130.4114,-27.87,90,79,4.0,broken clouds
632,craigieburn,AU,-37.6,144.95,65.84,83,75,6.91,broken clouds
633,cody,US,44.5263,-109.0565,53.26,32,100,11.5,overcast clouds
634,shingu,JP,33.7333,135.9833,42.91,93,100,6.24,overcast clouds
635,palana,RU,59.1167,159.9667,-6.84,94,23,3.96,few clouds
636,yambio,SS,4.5721,28.3955,77.58,30,68,1.88,broken clouds
637,northam,GB,51.0333,-4.2167,48.29,97,100,6.02,overcast clouds
638,zonhoven,BE,50.9914,5.3709,50.56,71,98,7.74,overcast clouds
639,rio verde de mato grosso,BR,-18.9181,-54.8442,83.23,58,93,1.21,overcast clouds
640,lokosovo,RU,61.1333,74.8167,-13.49,99,12,5.61,few clouds
641,jega,NG,12.2175,4.3792,77.61,11,5,10.02,clear sky
642,charters towers,AU,-20.1,146.2667,72.25,80,92,5.75,overcast clouds
643,levelland,US,33.5873,-102.378,64.18,14,0,11.81,clear sky
644,padang,ID,-0.9492,100.3543,75.31,64,100,7.2,overcast clouds
645,sonda,EE,59.3436,26.8364,33.53,98,100,14.0,light snow
646,san jeronimo,PE,-11.9472,-75.2829,61.7,58,94,5.99,overcast clouds
647,asino,RU,56.9979,86.1452,-18.29,100,19,4.65,few clouds
648,vardo,NO,70.3705,31.1107,26.8,80,100,17.27,overcast clouds
649,camopi,GF,3.1655,-52.3158,75.87,96,93,3.58,overcast clouds
650,alta floresta,BR,-9.8756,-56.0861,72.19,97,100,3.18,overcast clouds
651,oum hadjer,TD,13.2954,19.6966,70.27,9,0,10.09,clear sky
652,luancheng,CN,37.8792,114.6517,21.36,56,0,4.27,clear sky
653,maceio,BR,-9.6658,-35.7353,81.84,69,20,11.5,few clouds
654,beringovskiy,RU,63.05,179.3167,-20.72,88,9,6.71,clear sky
655,thatta,PK,24.7475,67.9235,65.75,26,0,5.48,clear sky
656,prado,BR,-17.3411,-39.2208,79.27,82,2,10.49,clear sky
657,kjollefjord,NO,70.9457,27.3465,24.85,74,0,25.32,clear sky
658,cururupu,BR,-1.8283,-44.8683,76.55,93,83,3.51,broken clouds
659,never,FR,46.9896,3.159,44.35,83,7,5.17,clear sky
660,saint-georges,GD,12.0564,-61.7485,78.76,72,13,10.51,few clouds
661,berlevag,NO,70.8578,29.0864,23.0,80,0,27.63,clear sky
662,longyan,CN,25.1072,117.0225,51.21,98,99,1.7,overcast clouds
663,mahuva,IN,21.0914,71.7622,68.4,53,6,9.08,clear sky
664,moissac,FR,44.1024,1.0945,52.29,84,72,5.68,broken clouds
665,chukhloma,RU,58.7525,42.6825,23.0,95,100,5.99,overcast clouds
666,ulaanbaatar,MN,47.9077,106.8832,-14.67,76,40,6.71,scattered clouds
667,harper,LR,4.375,-7.7169,79.5,86,100,9.26,overcast clouds
668,bara,NG,10.3744,10.7288,74.61,12,93,10.67,overcast clouds
669,hongjiang,CN,27.11,109.9956,40.01,93,100,2.1,overcast clouds
670,basco,PH,20.4487,121.9702,74.82,83,41,14.05,scattered clouds
671,darhan,MN,49.4867,105.9228,-6.57,96,100,3.44,overcast clouds
672,saint-louis,SN,16.3333,-15.0,80.6,7,43,10.04,scattered clouds
673,aranos,NA,-24.1333,19.1167,73.58,57,36,1.57,light rain
